酒蔵,商品名,容量ml,JAN,商品コード,価格円税込,販売状態,在庫状態,販売チャネル,業務卸可否,輸出可否,要冷蔵,確認日,主出典ID,出典種別,URL,出典数,代替URL,備考
今田酒造本店,富久長 Bon Time Style:B 500ml,500,,,1650,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D9C3CD3B7176,official_ec_api,https://fukucho.jp/products/bon-time-style-b,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 Bon Time Style:B Sparkling 500ml,500,,,1980,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E12319A0E6D6,official_ec_api,https://fukucho.jp/products/bon-time-style-b-sparkling,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 サタケシリーズ GENKEI 720ml,720,,,2200,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_957DFB5A95AA,official_ec_api,https://fukucho.jp/products/hattansogenkei,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 サタケシリーズ GENKEI 生酒 720ml,720,,,2200,不明,売切,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_08896F0D3B68,official_ec_api,https://fukucho.jp/products/富久長-八反草-サタケシリーズ-genkei-生酒,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 サタケシリーズ HENPEI 720ml,720,,,2200,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_C8EBE4290D2F,official_ec_api,https://fukucho.jp/products/hattansohenpei,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 サタケシリーズ HENPEI 生酒 720ml,720,,,2200,不明,売切,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_D29A406E997C,official_ec_api,https://fukucho.jp/products/富久長-八反草-サタケシリーズ-henpei-生酒,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米 ハイブリッド生酛 特別栽培米R3 720ml,720,,,2420,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_032FD30A6629,official_ec_api,https://fukucho.jp/products/hybridkimoto-r3-2021by,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米 ハイブリッド生酛 特別栽培米R4 720ml,720,,,2420,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_CC477F3911EF,official_ec_api,https://fukucho.jp/products/hybridkimoto-r4-2022by,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米 初しぼり 生酒 1800ml,1800,,,3300,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_3D65DAC05FF1,official_ec_api,https://fukucho.jp/products/富久長-純米-初しぼり-八反草-生酒,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米 初しぼり 生酒 720ml,720,,,1980,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_3D65DAC05FF1,official_ec_api,https://fukucho.jp/products/富久長-純米-初しぼり-八反草-生酒,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米 軟水仕込 辛口 1800ml,1800,,,3520,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_DA8C4396CD39,official_ec_api,https://fukucho.jp/products/hattansojunmai,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米 軟水仕込 辛口 720ml,720,,,1980,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_DA8C4396CD39,official_ec_api,https://fukucho.jp/products/hattansojunmai,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米 軟水仕込 辛口 直汲み 生酒 1800ml,1800,,,3520,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_312B83F3C524,official_ec_api,https://fukucho.jp/products/hattanso-junmai-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米 軟水仕込 辛口 直汲み 生酒 720ml,720,,,1980,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_312B83F3C524,official_ec_api,https://fukucho.jp/products/hattanso-junmai-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米吟醸 1800ml,1800,,,4290,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_78B40716F6AF,official_ec_api,https://fukucho.jp/products/hattanso-junmaiginjo,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米吟醸 720ml,720,,,2200,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_78B40716F6AF,official_ec_api,https://fukucho.jp/products/hattanso-junmaiginjo,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米吟醸 ハイブリッド生酛 720ml,720,,,2420,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_2FE7D2297D9D,official_ec_api,https://fukucho.jp/products/hybridkimoto-junmaiginjo,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米吟醸 直汲み 生酒 1800ml,1800,,,4290,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_E8749D3C8AB5,official_ec_api,https://fukucho.jp/products/hattanso-junmaiginjo-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米吟醸 直汲み 生酒 720ml,720,,,2200,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_E8749D3C8AB5,official_ec_api,https://fukucho.jp/products/hattanso-junmaiginjo-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反草 純米大吟醸 【特別栽培米】 720ml 化粧箱入り,720,,,3850,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_17CD444F6B56,official_ec_api,https://fukucho.jp/products/daiginjo,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米大吟醸 はしり 【特別栽培米】 720ml 化粧箱入り,720,,,6600,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_BDDE988F8B69,official_ec_api,https://fukucho.jp/products/daiginjo_hashiri,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米大吟醸 妙花風 【特別栽培米】 720ml 化粧箱入り,720,,,13200,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_6AD588369567,official_ec_api,https://fukucho.jp/products/daiginjo_myokafu,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 八反草 純米大吟醸 正花風 【JAL搭載限定ラベル】 720ml,720,,,2970,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_F48B1D01B925,official_ec_api,https://fukucho.jp/products/shokafu,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反錦 純米 初しぼり 生酒 1800ml,1800,,,3300,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_74E43234125D,official_ec_api,https://fukucho.jp/products/hatsushibori,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 八反錦 純米 初しぼり 生酒 720ml,720,,,1870,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_74E43234125D,official_ec_api,https://fukucho.jp/products/hatsushibori,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 寿〈ことほぎ〉 純米 しぼりたて 生酒 1800ml,1800,,,3630,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_94FD9459690B,official_ec_api,https://fukucho.jp/products/kotohogi,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 寿〈ことほぎ〉 純米 しぼりたて 生酒 720ml,720,,,1980,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_94FD9459690B,official_ec_api,https://fukucho.jp/products/kotohogi,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 山田錦 純米吟醸 1800ml,1800,,,4290,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D33901FD8775,official_ec_api,https://fukucho.jp/products/yamadanishiki-junmaiginjo,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 山田錦 純米吟醸 720ml,720,,,2200,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D33901FD8775,official_ec_api,https://fukucho.jp/products/yamadanishiki-junmaiginjo,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 山田錦 純米吟醸 直汲み 生酒 1800ml,1800,,,4290,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_8E192D40ADDE,official_ec_api,https://fukucho.jp/products/yamadanishiki-junmaiginjo-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 山田錦 純米吟醸 直汲み 生酒 720ml,720,,,2200,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_8E192D40ADDE,official_ec_api,https://fukucho.jp/products/yamadanishiki-junmaiginjo-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 海風土 Seafood 純米 1800ml,1800,,,3850,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1CF65CFA1A2F,official_ec_api,https://fukucho.jp/products/seafood,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 海風土 Seafood 純米 720ml,720,,,1980,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1CF65CFA1A2F,official_ec_api,https://fukucho.jp/products/seafood,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 海風土 Seafood 純米 うすにごり 720ml,720,,,1870,不明,売切,季節限定,未確認,未確認,不明,2026-09-05,CSKU_8A9F7D08300D,official_ec_api,https://fukucho.jp/products/seafood-usunigori,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 海風土 Seafood 純米スパークリング 500ml,500,,,1870,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_32BBF76BEF7D,official_ec_api,https://fukucho.jp/products/seafood-sparkling,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 秋櫻〈コスモス〉 純米 ひやおろし 1800ml,1800,,,3300,販売中,在庫あり,季節限定,未確認,未確認,不明,2026-09-05,CSKU_B85E00DAB5E2,official_ec_api,https://fukucho.jp/products/cosmos,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 秋櫻〈コスモス〉 純米 ひやおろし 720ml,720,,,1870,販売中,在庫あり,季節限定,未確認,未確認,不明,2026-09-05,CSKU_B85E00DAB5E2,official_ec_api,https://fukucho.jp/products/cosmos,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 秋櫻〈コスモス〉 純米吟醸 ひやおろし 1800ml,1800,,,3850,販売中,在庫あり,季節限定,未確認,未確認,不明,2026-09-05,CSKU_6F072BE48003,official_ec_api,https://fukucho.jp/products/cosmos-junmaiginjo,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 秋櫻〈コスモス〉 純米吟醸 ひやおろし 720ml,720,,,2090,販売中,在庫あり,季節限定,未確認,未確認,不明,2026-09-05,CSKU_6F072BE48003,official_ec_api,https://fukucho.jp/products/cosmos-junmaiginjo,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 純米にごり スパークリング 白美 HAKUBI 500ml,500,,,1870,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_4DE7A8242C89,official_ec_api,https://fukucho.jp/products/hakubi,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 純米吟醸 春 うすにごり 生酒 1800ml,1800,,,3960,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_B778D2B6F20A,official_ec_api,https://fukucho.jp/products/usunigori,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 純米吟醸 春 うすにごり 生酒 720ml,720,,,2090,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_B778D2B6F20A,official_ec_api,https://fukucho.jp/products/usunigori,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 純米吟醸 美穂 Biho 1800ml,1800,,,3960,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_C555FBF888B0,official_ec_api,https://fukucho.jp/products/biho,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 純米吟醸 美穂 Biho 720ml,720,,,2090,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_C555FBF888B0,official_ec_api,https://fukucho.jp/products/biho,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 純米吟醸 美穂 Biho 生酒 1800ml,1800,,,3960,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_7416ED35F806,official_ec_api,https://fukucho.jp/products/biho-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 純米吟醸 美穂 Biho 生酒 720ml,720,,,2090,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_7416ED35F806,official_ec_api,https://fukucho.jp/products/biho-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 辛口純米 1800ml,1800,,,3300,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_3C6616E01E64,official_ec_api,https://fukucho.jp/products/karakuchi,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 辛口純米 720ml,720,,,1980,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_3C6616E01E64,official_ec_api,https://fukucho.jp/products/karakuchi,1,,公式Shopify商品APIで販売可能
今田酒造本店,富久長 辛口純米 夏 1800ml,1800,,,3300,不明,売切,季節限定,未確認,未確認,不明,2026-09-05,CSKU_E9E11BF5562E,official_ec_api,https://fukucho.jp/products/karakuchi-summer,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 辛口純米 夏 720ml,720,,,1980,不明,売切,季節限定,未確認,未確認,不明,2026-09-05,CSKU_E9E11BF5562E,official_ec_api,https://fukucho.jp/products/karakuchi-summer,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 辛口純米 直汲み 生酒 1800ml,1800,,,3300,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_A24B54BCC978,official_ec_api,https://fukucho.jp/products/karakuchi-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
今田酒造本店,富久長 辛口純米 直汲み 生酒 720ml,720,,,1980,不明,売切,季節限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_A24B54BCC978,official_ec_api,https://fukucho.jp/products/karakuchi-nama,1,,公式Shopify掲載だが当該バリアント在庫なし
柄酒造,9代目於多福 protos. 720ml 火入れ,720,,0,1980,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_D84ED2F8370A,official_ec_api,https://www.tsukasyuzou.jp/products/9代目於多福-protos-720ml-火入れ,1,,公式Shopify商品APIで販売可能
柄酒造,9代目於多福 つきあかり 720ml,720,,,2090,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_591113468854,official_ec_api,https://www.tsukasyuzou.jp/products/9代目於多福-つきあかり-720ml,1,,公式Shopify商品APIで販売可能
柄酒造,9代目於多福 純米吟醸 すずかぜ 720ml,720,,０,2200,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_EDFEC7CE599D,official_ec_api,https://www.tsukasyuzou.jp/products/9代目於多福-すずかぜ-720ml,1,,公式Shopify商品APIで販売可能
柄酒造,【火入れ】9代目於多福 特別純米 720ml・1800ml 720ml,720,,,1980,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_BEA63C25C10E,official_ec_api,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-特別純米,2,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-特別純米,公式Shopify商品APIで販売可能
柄酒造,【火入れ】9代目於多福 純米 720ml・1800ml 720ml,720,,,1760,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_3F164DE9EB71,official_ec_api,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米,2,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米,公式Shopify商品APIで販売可能
柄酒造,【火入れ】9代目於多福 純米吟醸 720ml・1800ml 720ml,720,,30,2200,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_EC13F18FE8BA,official_ec_api,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米吟醸,2,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米吟醸,公式Shopify商品APIで販売可能
柄酒造,【火入れ】9代目於多福 純米大吟醸 720ml・1800ml 720ml,720,,100,3080,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_426E0D9972AD,official_ec_api,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米大吟醸-720ml-1800ml,2,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米大吟醸-720ml-1800ml,公式Shopify商品APIで販売可能
柄酒造,於多福 一番取り 720ml（桐箱入り）,720,,,6600,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_6C4B630CAB71,official_ec_api,https://www.tsukasyuzou.jp/products/関西一-一番取り-720ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 大吟醸 1800ml,1800,,,6160,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_513AAF702184,official_ec_api,https://www.tsukasyuzou.jp/products/於多福-大吟醸-1800ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 大吟醸 720ml,720,,,3080,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_28D13F9C28E1,official_ec_api,https://www.tsukasyuzou.jp/products/於多福-大吟醸-720ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 本醸造 720ml,720,,,1320,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_2681BD762ED6,official_ec_api,https://www.tsukasyuzou.jp/products/関西一-本醸造-720ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 純米 1800ml,1800,,,3300,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_3224805479E3,official_ec_api,https://www.tsukasyuzou.jp/products/於多福-純米-1800ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 純米 720ml,720,,,1760,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_8DA37B7325FA,official_ec_api,https://www.tsukasyuzou.jp/products/於多福-純米-720ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 純米吟醸 1800ml,1800,,,3740,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_6BE30EF99475,official_ec_api,https://www.tsukasyuzou.jp/products/於多福-純米吟醸-1800ml,1,,公式Shopify商品APIで販売可能
柄酒造,於多福 純米吟醸 720ml,720,,,1980,販売中,在庫あり,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_E5FCBFE24314,official_ec_api,https://www.tsukasyuzou.jp/products/於多福-純米吟醸-720ml,1,,公式Shopify商品APIで販売可能
白牡丹酒造,【凍結生酒】純米生酒 氷華 300ml瓶【日本酒 白牡丹】,300,,,,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_68CF0AD44EB6,official_ec,https://hakubotan.shop-pro.jp/?pid=170987632,3,https://hakubotan.shop-pro.jp/?pid=174249185 | https://hakubotan.shop-pro.jp/?pid=174249353,公式EC掲載
白牡丹酒造,【夏酒】広島八反 純米大吟醸 原酒 ７２０ml瓶【日本酒 白牡丹】,720,,,,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_933E8076E59C,official_ec,https://hakubotan.shop-pro.jp/?pid=168735503,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】 純米 サンフレカップ ２００ml詰30本入り,200,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_F55D0C3069C4,official_ec,https://hakubotan.shop-pro.jp/?pid=157223856,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】Paeon(ピオン) ５００ml瓶詰,500,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_0A9C5D2CC006,official_ec,https://hakubotan.shop-pro.jp/?pid=188723342,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】すっきり旨口２０００ ２Ｌパック詰,2000,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_FDF06EE12EEE,official_ec,https://hakubotan.shop-pro.jp/?pid=108347264,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】ひろしま一途な純米酒 紅甘萬 720ml瓶詰,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_A5398E6AC6AD,official_ec,https://hakubotan.shop-pro.jp/?pid=192006647,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】大吟醸 いちの雫７２０ml瓶詰 （しずく酒） クール便,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_B4B8282AC3AA,official_ec,https://hakubotan.shop-pro.jp/?pid=108329971,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】大吟醸 中汲み 1.8L瓶詰【流通限定】 - 白牡丹酒造,1800,4950198110806,,11000,不明,不明,流通限定,未確認,未確認,不明,2026-09-05,CSKU_D506D7D4C508,official_catalog,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%a4%a7%e5%90%9f%e9%86%b8%e4%b8%ad%e6%b1%b2%e3%81%bf-1-8l%e7%93%b6%e8%a9%b0/,1,,公式商品カタログの限定区分
白牡丹酒造,【日本酒 白牡丹】大吟醸 中汲み 720ml瓶詰【流通限定】 - 白牡丹酒造,720,4950198110707,,5500,不明,不明,流通限定,未確認,未確認,不明,2026-09-05,CSKU_2104A220E83A,official_catalog,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%a4%a7%e5%90%9f%e9%86%b8-%e4%b8%ad%e6%b1%b2%e3%81%bf-720ml%e7%93%b6%e8%a9%b0%e3%80%90%e6%b5%81%e9%80%9a%e9%99%90%e5%ae%9a/,1,,公式商品カタログの限定区分
白牡丹酒造,【日本酒 白牡丹】大吟醸３００ml瓶詰 化粧箱入,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E6E286C89691,official_ec,https://hakubotan.shop-pro.jp/?pid=150096115,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】山田錦 米だけの酒３００ml瓶詰,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_768270F29B7A,official_ec,https://hakubotan.shop-pro.jp/?pid=108332909,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】山田錦 米だけの酒９００mlパック詰,900,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_3A8D74412125,official_ec,https://hakubotan.shop-pro.jp/?pid=108332897,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】山田錦 純米吟醸 うすにごり 720ml瓶,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1C8316610C88,official_ec,https://hakubotan.shop-pro.jp/?pid=180156990,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】山田錦 純米吟醸 うすにごり 720ml瓶詰 - 白牡丹酒造,720,4950198423500,,1650,不明,不明,季節限定,未確認,未確認,不明,2026-09-05,CSKU_32FD557EEF4D,official_catalog,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%b1%b1%e7%94%b0%e9%8c%a6%e3%80%80%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e3%80%80%e3%81%86%e3%81%99%e3%81%ab%e3%81%94%e3%82%8a/,1,,公式商品カタログの限定区分
白牡丹酒造,【日本酒 白牡丹】山田錦純米酒１．８Ｌ瓶詰,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_5E19BE227012,official_ec,https://hakubotan.shop-pro.jp/?pid=108332864,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】山田錦純米酒７２０ml瓶詰,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_6A4AB0626ACA,official_ec,https://hakubotan.shop-pro.jp/?pid=108332888,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒 原酒 ７２０ml瓶詰 蔵元限定,720,,,,販売中,不明,蔵元限定,未確認,未確認,不明,2026-09-05,CSKU_B6814C177A5C,official_ec,https://hakubotan.shop-pro.jp/?pid=125065018,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒１．８Ｌ瓶詰,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_3EA2E9C13335,official_ec,https://hakubotan.shop-pro.jp/?pid=108346780,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒２００mlライトカップ詰15本入り,200,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_652A277F97F9,official_ec,https://hakubotan.shop-pro.jp/?pid=158339311,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒２００mlライトカップ詰30本入り,200,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_39EE9FE17518,official_ec,https://hakubotan.shop-pro.jp/?pid=108346907,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒２Ｌパック詰,2000,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_BDC730588CF2,official_ec,https://hakubotan.shop-pro.jp/?pid=108346801,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒３００ml瓶詰,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_63BD31C1A78F,official_ec,https://hakubotan.shop-pro.jp/?pid=108346896,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島の酒９００mlパック詰,900,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_C83A10C63066,official_ec,https://hakubotan.shop-pro.jp/?pid=108346852,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島上撰 金紋 原酒 720ml瓶詰【限定酒】 - 白牡丹酒造,720,4950198251509,,990,不明,不明,季節限定,未確認,未確認,不明,2026-09-05,CSKU_4DCBEE5BDD11,official_catalog,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%ba%83%e5%b3%b6%e4%b8%8a%e6%92%b0%e3%80%80%e9%87%91%e7%b4%8b%e3%80%80%e5%8e%9f%e9%85%92720ml%e7%93%b6%e8%a9%b0%e3%80%90/,1,,公式商品カタログの限定区分
