酒蔵,商品名,容量ml,JAN,商品コード,価格円税込,販売状態,在庫状態,販売チャネル,業務卸可否,輸出可否,要冷蔵,確認日,主出典ID,出典種別,URL,出典数,代替URL,備考
西條鶴醸造,【数量限定】純米吟醸「雄町・秋あがり」,,,,,販売中,不明,数量限定,未確認,未確認,不明,2026-09-05,CSKU_5845083B9EDC,official_ec,https://saijotsuru.co.jp/?pid=154356132,1,,公式EC掲載
西條鶴醸造,【純米原酒プレミアム13】新・生酛純米原酒「Natural」,,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_AE83B4624D6C,official_ec,https://saijotsuru.co.jp/?pid=168115135,1,,公式EC掲載
西條鶴醸造,令和7年「新酒･しぼりたて」純米生原酒 720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_B4649D4539D3,official_ec,https://saijotsuru.co.jp/?pid=155394754,1,,公式EC掲載
西條鶴醸造,吟醸酒「ゴールド西條鶴」,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_2F1938BF8C9A,official_ec,https://saijotsuru.co.jp/?pid=157617449,1,,公式EC掲載
西條鶴醸造,広島流辛口吟醸 吟醸生酒,,,,,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_589D306109DB,official_ec,https://saijotsuru.co.jp/?pid=178569049,1,,公式EC掲載
西條鶴醸造,純米『愛山』70,,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_3E3900682E29,official_ec,https://saijotsuru.co.jp/?pid=191215726,1,,公式EC掲載
西條鶴醸造,純米吟醸「大地の冠」,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D27D3F1E92F9,official_ec,https://saijotsuru.co.jp/?pid=157617368,1,,公式EC掲載
西條鶴醸造,純米吟醸「大地の冠」1800ml,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_EF07C52DE79C,official_ec,https://saijotsuru.co.jp/?pid=157617415,1,,公式EC掲載
西條鶴醸造,純米大吟醸「西鶴」,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_B94E95E50E49,official_ec,https://saijotsuru.co.jp/?pid=157617273,1,,公式EC掲載
西條鶴醸造,純米大吟醸原酒「神髄」1800ml,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1AE41804675D,official_ec,https://saijotsuru.co.jp/?pid=157617173,1,,公式EC掲載
西條鶴醸造,純米大吟醸原酒「神髄」180ml,180,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_8B60D7D1B1E1,official_ec,https://saijotsuru.co.jp/?pid=180817561,1,,公式EC掲載
西條鶴醸造,純米大吟醸原酒「神髄」500ml,500,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D25E442772BF,official_ec,https://saijotsuru.co.jp/?pid=180806295,1,,公式EC掲載
西條鶴醸造,純米大吟醸原酒「神髄」720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_516105DA0F81,official_ec,https://saijotsuru.co.jp/?pid=157617134,1,,公式EC掲載
西條鶴醸造,純米大吟醸原酒「飛天空」,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E0100E768DFE,official_ec,https://saijotsuru.co.jp/?pid=154356442,1,,公式EC掲載
西條鶴醸造,純米生原酒,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_B5FD52D718C7,official_ec,https://saijotsuru.co.jp/?pid=154356753,1,,公式EC掲載
西條鶴醸造,純米酒「大地の風」,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_A56A19736A70,official_ec,https://saijotsuru.co.jp/?pid=157617524,1,,公式EC掲載
西條鶴醸造,純米酒「大地の風」1800ml,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_0F615F5660C0,official_ec,https://saijotsuru.co.jp/?pid=157617537,1,,公式EC掲載
西條鶴醸造,西條鶴 酒蔵限定酒 のみ比べ,,,,,販売中,不明,酒蔵限定,未確認,未確認,不明,2026-09-05,CSKU_6F463CD36826,official_ec,https://saijotsuru.co.jp/?pid=159252539,1,,公式EC掲載
西條鶴醸造,辛口純米酒『きんさいや』,500,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_642ED1A9FF29,official_ec,https://saijotsuru.co.jp/?pid=189850838,1,,公式EC掲載
西條鶴醸造,酒蔵限定酒・杜氏入魂無濾過純米生酒,,,,,販売中,不明,酒蔵限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_CC4A68535F6C,official_ec,https://saijotsuru.co.jp/?pid=154356283,1,,公式EC掲載
西條鶴醸造,酒蔵限定酒・無濾過純米吟醸生酒,,,,,販売中,不明,酒蔵限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_5A53E748B237,official_ec,https://saijotsuru.co.jp/?pid=154356266,1,,公式EC掲載
西條鶴醸造,酒蔵限定酒・無濾過純米生酒,,,,,販売中,不明,酒蔵限定,未確認,未確認,要冷蔵,2026-09-05,CSKU_98EA5516F00D,official_ec,https://saijotsuru.co.jp/?pid=154356253,1,,公式EC掲載
西條鶴醸造,酒蔵限定酒・純米吟醸「備前雄町」,,,,,販売中,不明,酒蔵限定,未確認,未確認,不明,2026-09-05,CSKU_7DAC135590AD,official_ec,https://saijotsuru.co.jp/?pid=154356303,1,,公式EC掲載
西條鶴醸造,酒蔵限定酒・純米大吟醸原酒,,,,,販売中,不明,酒蔵限定,未確認,未確認,不明,2026-09-05,CSKU_9D48A08D632C,official_ec,https://saijotsuru.co.jp/?pid=154356394,1,,公式EC掲載
賀茂泉酒造,*COKUN（こくん）500ml,500,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_A05FC95BB87C,official_ec,https://online.kamoizumi.com/?pid=188378116,1,,公式EC掲載
賀茂泉酒造,*朱泉普通酒1800ml,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_EC5622197A3A,official_ec,https://online.kamoizumi.com/?pid=188378827,1,,公式EC掲載
賀茂泉酒造,*朱泉普通酒紙パック1800ml,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_DA782BCE3AFA,official_ec,https://online.kamoizumi.com/?pid=188378883,1,,公式EC掲載
賀茂泉酒造,*朱泉菰樽1800ml,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_51E3860D690C,official_ec,https://online.kamoizumi.com/?pid=188377821,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「古酒」 720ml,720,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_F28174227DA4,official_ec,https://online.kamoizumi.com/?pid=188373081,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「山吹色の酒」1800ｍｌ,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_71C4E19B0FDC,official_ec,https://online.kamoizumi.com/?pid=188373832,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「山吹色の酒」720ｍｌ,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E0BD2F06610D,official_ec,https://online.kamoizumi.com/?pid=188374660,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「朱泉本仕込」1800ｍl,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_9EAE058FB1A5,official_ec,https://online.kamoizumi.com/?pid=188375316,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「朱泉本仕込」1800ｍｌ箱入OS-5,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_B9306B1BD18D,official_ec,https://online.kamoizumi.com/?pid=188374887,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「朱泉本仕込」180ml,180,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_49E462677F6E,official_ec,https://online.kamoizumi.com/?pid=188375811,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「朱泉本仕込」720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_89509836647D,official_ec,https://online.kamoizumi.com/?pid=188375505,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「緑泉本仕込」1800ｍｌ,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1E6501405EC6,official_ec,https://online.kamoizumi.com/?pid=188376895,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「緑泉本仕込」300ml,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_BC3A528CC4DF,official_ec,https://online.kamoizumi.com/?pid=188377046,1,,公式EC掲載
賀茂泉酒造,*純米吟醸「緑泉本仕込」720ｍｌ,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_8E10FE426703,official_ec,https://online.kamoizumi.com/?pid=188376950,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸500ml,500,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_472ED573AC0D,official_ec,https://online.kamoizumi.com/?pid=188371835,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸「延寿」1.8L箱入,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_DDCE4E162189,official_ec,https://online.kamoizumi.com/?pid=188372471,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸「延寿」300mlクリアケース入,300,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_447F8323D398,official_ec,https://online.kamoizumi.com/?pid=188372936,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸「延寿」720ml箱入,720,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_B56A0EF91DE6,official_ec,https://online.kamoizumi.com/?pid=188372806,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸「皇寿」木箱入 1800ml,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_28B1659C454B,official_ec,https://online.kamoizumi.com/?pid=188371958,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸「皇寿」木箱入 720ml,720,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_2BC9DAAFD9A4,official_ec,https://online.kamoizumi.com/?pid=188372389,1,,公式EC掲載
賀茂泉酒造,*純米大吟醸｢広大｣720ml 化粧箱入,720,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_159D0406AB68,official_ec,https://online.kamoizumi.com/?pid=188371751,1,,公式EC掲載
賀茂泉酒造,*純米酒 一 (はじめ)1800ml,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_A9CE80F6DE72,official_ec,https://online.kamoizumi.com/?pid=188377558,1,,公式EC掲載
賀茂泉酒造,*純米酒 一 (はじめ)300ml,300,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_F5711941BD13,official_ec,https://online.kamoizumi.com/?pid=188377669,1,,公式EC掲載
賀茂泉酒造,*純米酒 一 (はじめ)720ml,720,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_529B951204F2,official_ec,https://online.kamoizumi.com/?pid=188377608,1,,公式EC掲載
賀茂泉酒造,*純米酒｢広大｣ 1.8L,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E51A86058DDC,official_ec,https://online.kamoizumi.com/?pid=188370634,1,,公式EC掲載
賀茂泉酒造,*緑泉普通酒1800ml,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_C2825D54C31E,official_ec,https://online.kamoizumi.com/?pid=188379527,1,,公式EC掲載
賀茂泉酒造,*緑泉普通酒紙パック1800ml,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_40D71766CEB8,official_ec,https://online.kamoizumi.com/?pid=188379658,1,,公式EC掲載
賀茂泉酒造,*造賀純米酒1.8L,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_C90C3B0ACF80,official_ec,https://online.kamoizumi.com/?pid=188377419,1,,公式EC掲載
賀茂泉酒造,*造賀純米酒720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1A37A80BA41C,official_ec,https://online.kamoizumi.com/?pid=188377492,1,,公式EC掲載
賀茂泉酒造,NAO500ml,500,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_1A06C011D8D8,official_ec,https://online.kamoizumi.com/?pid=151187707,1,,公式EC掲載
賀茂泉酒造,Rock Hopper Moon Walk 1.8L,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_235BD1E1BDD4,official_ec,https://online.kamoizumi.com/?pid=193198480,1,,公式EC掲載
賀茂泉酒造,Rock Hopper Moon Walk 720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_803F7F4573EC,official_ec,https://online.kamoizumi.com/?pid=193198460,1,,公式EC掲載
賀茂泉酒造,広島純米「潤いマスク」/3枚入り,1800,,,1980,不明,売切,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_D053B7D2CA27,official_ec,https://online.kamoizumi.com/?pid=121005386,1,,公式EC掲載
賀茂泉酒造,朱泉2斗本菰巻樽揚げ底18L（2斗樽）,18000,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_C19B98549E9D,official_ec,https://online.kamoizumi.com/?pid=67235790,1,,公式EC掲載
賀茂泉酒造,朱泉4斗本菰巻樽揚げ底36L（4斗樽）,36000,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_A1BD36A248E0,official_ec,https://online.kamoizumi.com/?pid=67235749,1,,公式EC掲載
賀茂泉酒造,朱泉本菰巻樽18L（１斗樽）,18000,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_931DBD8F5840,official_ec,https://online.kamoizumi.com/?pid=67235727,1,,公式EC掲載
賀茂泉酒造,朱泉本菰巻樽36L（2斗樽）,36000,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_06683F02A8B1,official_ec,https://online.kamoizumi.com/?pid=67235708,1,,公式EC掲載
賀茂泉酒造,朱泉本菰巻樽72L（4斗樽）,72000,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_88EC66E39BE8,official_ec,https://online.kamoizumi.com/?pid=67235469,1,,公式EC掲載
賀茂泉酒造,純米及川1.8L,1800,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_0E2B00A43AD4,official_ec,https://online.kamoizumi.com/?pid=151186908,1,,公式EC掲載
賀茂泉酒造,純米及川720ml,720,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_46E8E64AF49F,official_ec,https://online.kamoizumi.com/?pid=151187597,1,,公式EC掲載
賀茂泉酒造,純米吟醸生原酒 RockHopper 1.8L,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_7CEFB28E90D7,official_ec,https://online.kamoizumi.com/?pid=173825852,1,,公式EC掲載
賀茂泉酒造,純米吟醸生原酒 RockHopper 720ml,720,,,,不明,売切,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_9262A1C72D53,official_ec,https://online.kamoizumi.com/?pid=173826722,1,,公式EC掲載
賀茂泉酒造,純米大吟醸「壽」木箱入 1800ml,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_89EAE0E5D75A,official_ec,https://online.kamoizumi.com/?pid=141742606,1,,公式EC掲載
賀茂泉酒造,純米大吟醸「壽」木箱入 720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_37EBB1018617,official_ec,https://online.kamoizumi.com/?pid=141742792,1,,公式EC掲載
賀茂泉酒造,純米大吟醸「皇寿」180ml,180,,,1980,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_052000163862,official_ec,https://online.kamoizumi.com/?pid=173813356,1,,公式EC掲載
賀茂泉酒造,青泉 本仕込 生酒 300ml,300,,,,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_31FF2308C667,official_ec,https://online.kamoizumi.com/?pid=191978498,1,,公式EC掲載
賀茂泉酒造,青泉 本仕込 生酒 720ml,720,,,,販売中,不明,通常/不明,未確認,未確認,要冷蔵,2026-09-05,CSKU_E13243429E6C,official_ec,https://online.kamoizumi.com/?pid=191995192,1,,公式EC掲載
賀茂鶴酒造,【オリジナルラベル】純米大吟醸 大吟峰720ml (DK-B1) 木箱入,720,,,4950,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_5BA22AF1FC79,official_ec,https://shop.kamotsuru.jp/SHOP/originalbottle_DK-B1.html,1,,公式EC掲載
賀茂鶴酒造,【取扱い店限定酒】酒中在心 橙 純米吟醸 生もと 八反35号 1.8L,1800,,,3608,販売中,在庫あり,取扱店限定,未確認,未確認,不明,2026-09-05,CSKU_7291409D4CB1,official_ec,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-daidai_1800.html,1,,公式EC掲載
賀茂鶴酒造,【取扱い店限定酒】酒中在心 茜 純米酒 広島錦1.8L,1800,,,3190,販売中,在庫あり,取扱店限定,未確認,未確認,不明,2026-09-05,CSKU_AFC4F8457D36,official_ec,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-akane_1800.html,1,,公式EC掲載
賀茂鶴酒造,【取扱い店限定酒】酒中在心 藍 特別純米酒 生もと 雄町 1.8L,1800,,,3608,販売中,在庫あり,取扱店限定,未確認,未確認,不明,2026-09-05,CSKU_98BB5019BE35,official_ec,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-ai_1800.html,1,,公式EC掲載
賀茂鶴酒造,上撰パック 1.8L,1800,,,2198,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_4E7D02C65C20,official_ec,https://shop.kamotsuru.jp/SHOP/jousenpack1800.html,1,,公式EC掲載
賀茂鶴酒造,吟醸辛口 300ml,300,,,638,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_16A8393792B7,official_ec,https://shop.kamotsuru.jp/SHOP/ginkara300.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 特製ゴールド賀茂鶴 180ml 丸瓶,180,,,702,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_B643FC3599DC,official_ec,https://shop.kamotsuru.jp/SHOP/gold180-maru.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 特製ゴールド賀茂鶴 180ml 角瓶,180,,,702,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_41F14EC2C1B2,official_ec,https://shop.kamotsuru.jp/SHOP/gold180-kaku.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 特製ゴールド賀茂鶴 300ml,300,,,1210,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_6AE41E507F37,official_ec,https://shop.kamotsuru.jp/SHOP/gold180-300.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 特製ゴールド賀茂鶴1.8L(GK-A1) 化粧箱入,1800,,,6050,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_702E65810DDF,official_ec,https://shop.kamotsuru.jp/SHOP/GK-A1.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 特製ゴールド賀茂鶴1.8L(GK-A2) 2本化粧箱入,1800,,,12100,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_2E9708B9ED68,official_ec,https://shop.kamotsuru.jp/SHOP/GK-A2.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 特製ゴールド賀茂鶴720ml（GK-B1）化粧箱入,720,,,3025,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_48F76EC1EE2D,official_ec,https://shop.kamotsuru.jp/SHOP/GK-B1.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 賀茂鶴 双鶴1.8L（SK-A1)化粧箱入,1800,,,13200,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_5893C3E1510D,official_ec,https://shop.kamotsuru.jp/SHOP/SK-A1.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 賀茂鶴 双鶴180ml 化粧箱入,180,,,1500,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_36B6E81DCB64,official_ec,https://shop.kamotsuru.jp/SHOP/SK-180.html,1,,公式EC掲載
賀茂鶴酒造,大吟醸 賀茂鶴 双鶴720ml(SK-B1) 化粧箱入,720,,,6600,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_58E819160326,official_ec,https://shop.kamotsuru.jp/SHOP/SK-B1.html,1,,公式EC掲載
賀茂鶴酒造,本醸造 からくち 1.8L,1800,,,2310,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_8AE3DE533E18,official_ec,https://shop.kamotsuru.jp/SHOP/honkara1800.html,1,,公式EC掲載
賀茂鶴酒造,本醸造 からくち 300ml,300,,,473,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_6FE4F98467BC,official_ec,https://shop.kamotsuru.jp/SHOP/honkara300.html,1,,公式EC掲載
賀茂鶴酒造,本醸造 上等酒 1.8L,1800,,,2618,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_07FA1D26F349,official_ec,https://shop.kamotsuru.jp/SHOP/joutou1800.html,1,,公式EC掲載
賀茂鶴酒造,本醸造 上等酒 180ml,180,,,330,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_5666626CBAF2,official_ec,https://shop.kamotsuru.jp/SHOP/joutou180.html,1,,公式EC掲載
賀茂鶴酒造,本醸造 上等酒 180ml カップ,180,,,330,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_A6B855393FDE,official_ec,https://shop.kamotsuru.jp/SHOP/joutou-cup180.html,1,,公式EC掲載
賀茂鶴酒造,特別本醸造 超特撰特等酒 1.8L,1800,,,3630,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_8543A9106B8A,official_ec,https://shop.kamotsuru.jp/SHOP/tokutou1800.html,1,,公式EC掲載
賀茂鶴酒造,特別本醸造 超特撰特等酒1.8L (TK-2) 2本化粧箱入,1800,,,8800,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_74B969BCF78E,official_ec,https://shop.kamotsuru.jp/SHOP/TK-2.html,1,,公式EC掲載
賀茂鶴酒造,純米吟醸 1.8L (GP-A1) 化粧箱入,1800,,,3993,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_8730D2E93590,official_ec,https://shop.kamotsuru.jp/SHOP/GP-A1.html,1,,公式EC掲載
賀茂鶴酒造,純米大吟醸 大吟峰1.8L (DK-A1) 木箱入,1800,,,9900,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_68DBB6DAC264,official_ec,https://shop.kamotsuru.jp/SHOP/DK-A1.html,1,,公式EC掲載
賀茂鶴酒造,純米大吟醸 大吟峰720ml(DK-B1) 木箱入,720,,,4950,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_86681BFB6CF1,official_ec,https://shop.kamotsuru.jp/SHOP/DK-B1.html,1,,公式EC掲載
賀茂鶴酒造,純米大吟醸 広島錦 180ml 化粧箱入,180,,,1500,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_A78F6DD0F81B,official_ec,https://shop.kamotsuru.jp/SHOP/HK-180.html,1,,公式EC掲載
賀茂鶴酒造,純米大吟醸 広島錦 720ml(HK-B1) 化粧箱入,720,,,6600,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_DB3CA4D74B59,official_ec,https://shop.kamotsuru.jp/SHOP/HK-B1.html,1,,公式EC掲載
賀茂鶴酒造,純米酒 1.8L,1800,,,2662,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D9E56B080E0D,official_ec,https://shop.kamotsuru.jp/SHOP/junmai1800.html,1,,公式EC掲載
賀茂鶴酒造,純米酒 180ml カップ,180,,,308,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_12694927B814,official_ec,https://shop.kamotsuru.jp/SHOP/junmai-cup.html,1,,公式EC掲載
賀茂鶴酒造,純米酒 300ml,300,,,539,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E32EF340ACCB,official_ec,https://shop.kamotsuru.jp/SHOP/junmai300.html,1,,公式EC掲載
賀茂鶴酒造,賀茂鶴 吟醸辛口1.8L (LG-A1) 化粧箱入,1800,,,3993,販売中,在庫あり,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_47CB5BDBE43B,official_ec,https://shop.kamotsuru.jp/SHOP/LG-A1.html,1,,公式EC掲載
金光酒造,桜吹雪 特別純米うすにごり生 1800ml,1800,,,3630,不明,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_652DCA8542FA,official_limited,https://www.kamokin.com/line_up/Limited/limited.html,1,,公式限定商品。販売開始時期 2月中旬、現在在庫は未確認
金光酒造,桜吹雪 特別純米うすにごり生 720ml,720,,,2035,不明,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_652DCA8542FA,official_limited,https://www.kamokin.com/line_up/Limited/limited.html,1,,公式限定商品。販売開始時期 2月中旬、現在在庫は未確認
金光酒造,賀茂金秀 SUITOH 1800ml,1800,,,3740,不明,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_652DCA8542FA,official_limited,https://www.kamokin.com/line_up/Limited/limited.html,1,,公式限定商品。販売開始時期 1月中旬、現在在庫は未確認
金光酒造,賀茂金秀 SUITOH 720ml,720,,,2090,不明,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_652DCA8542FA,official_limited,https://www.kamokin.com/line_up/Limited/limited.html,1,,公式限定商品。販売開始時期 1月中旬、現在在庫は未確認
金光酒造,賀茂金秀 特別純米 1800ml,1800,,,3388,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_F202A9D80AEE,official_regular,https://www.kamokin.com/line_up/regular.html,1,,公式で年間を通して販売と明記
金光酒造,賀茂金秀 特別純米 720ml,720,,,1870,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_F202A9D80AEE,official_regular,https://www.kamokin.com/line_up/regular.html,1,,公式で年間を通して販売と明記
金光酒造,賀茂金秀 特別純米 辛口 1800ml,1800,,,3388,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_F202A9D80AEE,official_regular,https://www.kamokin.com/line_up/regular.html,1,,公式で年間を通して販売と明記
金光酒造,賀茂金秀 特別純米 辛口 720ml,720,,,1870,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_F202A9D80AEE,official_regular,https://www.kamokin.com/line_up/regular.html,1,,公式で年間を通して販売と明記
